Date,Series,Value
2018-12-28,Average Tone,-2.4332
2018-12-29,Average Tone,-1.2983
2018-12-30,Average Tone,-0.1954
2018-12-31,Average Tone,-0.7671
2019-01-01,Average Tone,-1.0955
2019-01-02,Average Tone,-1.4059
2019-01-03,Average Tone,-1.2226
2019-01-04,Average Tone,-0.8946
2019-01-05,Average Tone,-1.1241
2019-01-06,Average Tone,-1.5846
2019-01-07,Average Tone,-1.0071
2019-01-08,Average Tone,-1.2636
2019-01-09,Average Tone,-0.6547
2019-01-10,Average Tone,-0.9101
2019-01-11,Average Tone,-1.0496
