Date,Series,Value
2018-02-14,Average Tone,-1.347
2018-02-15,Average Tone,-1.0813
2018-02-16,Average Tone,-0.9469
2018-02-17,Average Tone,-1.3484
2018-02-18,Average Tone,-1.1697
2018-02-19,Average Tone,-1.4091
2018-02-20,Average Tone,-1.4377
2018-02-21,Average Tone,-1.2299
2018-02-22,Average Tone,-1.1382
2018-02-23,Average Tone,-0.9838
2018-02-24,Average Tone,-1.2875
2018-02-25,Average Tone,-1.6381
2018-02-26,Average Tone,-0.9207
2018-02-27,Average Tone,-1.034
2018-02-28,Average Tone,-1.6794
2018-03-01,Average Tone,-1.1152
2018-03-02,Average Tone,-1.3304
2018-03-03,Average Tone,-0.9514
2018-03-04,Average Tone,-1.021
2018-03-05,Average Tone,-1.2296
2018-03-06,Average Tone,-1.1488
2018-03-07,Average Tone,-0.7289
2018-03-08,Average Tone,-0.9138
2018-03-09,Average Tone,-1.1389
2018-03-10,Average Tone,-0.9401
2018-03-11,Average Tone,-1.2405
2018-03-12,Average Tone,-1.1277
2018-03-13,Average Tone,-1.0105
2018-03-14,Average Tone,-1.4531
2018-03-15,Average Tone,-1.2662
2018-03-16,Average Tone,-1.3153
2018-03-17,Average Tone,-0.8992
2018-03-18,Average Tone,-0.7498
2018-03-19,Average Tone,-0.4742
2018-03-20,Average Tone,-1.0106
2018-03-21,Average Tone,-1.041
2018-03-22,Average Tone,-1.2284
2018-03-23,Average Tone,-1.4417
2018-03-24,Average Tone,-1.2044
2018-03-25,Average Tone,-1.1001
2018-03-26,Average Tone,-1.5001
2018-03-27,Average Tone,-1.2052
2018-03-28,Average Tone,-0.9662
2018-03-29,Average Tone,-1.5616
2018-03-30,Average Tone,-1.3565
2018-03-31,Average Tone,-1.4127
2018-04-01,Average Tone,-1.3519
2018-04-02,Average Tone,-1.1462
2018-04-03,Average Tone,-1.3092
2018-04-04,Average Tone,-1.7204
2018-04-05,Average Tone,-1.234
2018-04-06,Average Tone,-1.8538
2018-04-07,Average Tone,-1.5908
2018-04-08,Average Tone,-1.7022
2018-04-09,Average Tone,-1.5494
2018-04-10,Average Tone,-1.6132
2018-04-11,Average Tone,-1.9705
2018-04-12,Average Tone,-1.5902
2018-04-13,Average Tone,-1.6949
2018-04-14,Average Tone,-2.1803
2018-04-15,Average Tone,-1.9034
2018-04-16,Average Tone,-1.7941
2018-04-17,Average Tone,-1.6924
2018-04-18,Average Tone,-1.15
2018-04-19,Average Tone,-1.4973
2018-04-20,Average Tone,-1.4388
2018-04-21,Average Tone,-1.1678
2018-04-22,Average Tone,-1.4966
2018-04-23,Average Tone,-1.2542
2018-04-24,Average Tone,-1.4344
2018-04-25,Average Tone,-1.2837
2018-04-26,Average Tone,-1.1842
2018-04-27,Average Tone,-1.6233
2018-04-28,Average Tone,-1.2545
2018-04-29,Average Tone,-1.2703
2018-04-30,Average Tone,-1.1603
2018-05-01,Average Tone,-1.3315
2018-05-02,Average Tone,-1.9066
2018-05-03,Average Tone,-1.3957
2018-05-04,Average Tone,-1.5109
2018-05-05,Average Tone,-1.2271
2018-05-06,Average Tone,-1.333
2018-05-07,Average Tone,-1.0769
2018-05-08,Average Tone,-0.6389
2018-05-09,Average Tone,-0.8334
2018-05-10,Average Tone,-0.88
2018-05-11,Average Tone,-1.1243
2018-05-12,Average Tone,-1.0396
2018-05-13,Average Tone,-1.1469
2018-05-14,Average Tone,-1.0516
2018-05-15,Average Tone,-1.0777
2018-05-16,Average Tone,-1.103
2018-05-17,Average Tone,-0.7799
2018-05-18,Average Tone,-1.0081
2018-05-19,Average Tone,-0.93
2018-05-20,Average Tone,-1.0809
2018-05-21,Average Tone,-1.255
2018-05-22,Average Tone,-1.413
2018-05-23,Average Tone,-1.5581
2018-05-24,Average Tone,-0.8797
2018-05-25,Average Tone,-1.2222
2018-05-26,Average Tone,-1.2683
2018-05-27,Average Tone,-1.5872
2018-05-28,Average Tone,-0.8851
2018-05-29,Average Tone,-1.0842
2018-05-30,Average Tone,-1.3125
2018-05-31,Average Tone,-1.0769
2018-06-01,Average Tone,-1.0521
2018-06-02,Average Tone,-0.9234
2018-06-03,Average Tone,-1.1839
2018-06-04,Average Tone,-1.0163
2018-06-05,Average Tone,-1.4639
2018-06-06,Average Tone,-0.882
2018-06-07,Average Tone,-1.3125
2018-06-08,Average Tone,-0.1729
2018-06-09,Average Tone,-0.7697
2018-06-10,Average Tone,-0.6528
2018-06-11,Average Tone,-1.2319
2018-06-12,Average Tone,-0.8465
2018-06-13,Average Tone,-0.7485
2018-06-14,Average Tone,-0.6582
2018-06-15,Average Tone,-0.5582
2018-06-16,Average Tone,-1.0834
2018-06-17,Average Tone,-0.8716
2018-06-18,Average Tone,-1.1154
2018-06-19,Average Tone,-1.2984
2018-06-20,Average Tone,-1.4856
2018-06-21,Average Tone,-1.1853
2018-06-22,Average Tone,-1.1964
2018-06-23,Average Tone,-1.2104
2018-06-24,Average Tone,-0.9913
2018-06-25,Average Tone,-1.4826
2018-06-26,Average Tone,-1.6128
2018-06-27,Average Tone,-1.515
2018-06-28,Average Tone,-1.3972
2018-06-29,Average Tone,-1.3387
2018-06-30,Average Tone,-0.9266
2018-07-01,Average Tone,-1.2104
2018-07-02,Average Tone,-1.4721
2018-07-03,Average Tone,-1.1448
2018-07-04,Average Tone,-1.2267
2018-07-05,Average Tone,-1.374
2018-07-06,Average Tone,-1.5681
2018-07-07,Average Tone,-1.3571
2018-07-08,Average Tone,-0.6697
2018-07-09,Average Tone,-1.1425
2018-07-10,Average Tone,-0.6578
2018-07-11,Average Tone,-1.122
2018-07-12,Average Tone,-1.4053
2018-07-13,Average Tone,-1.3235
2018-07-14,Average Tone,-0.9432
2018-07-15,Average Tone,-0.8811
2018-07-16,Average Tone,-0.748
