Date,Series,Value
2018-07-08,Average Tone,-0.6412
2018-07-09,Average Tone,-0.5693
2018-07-10,Average Tone,-0.6041
2018-07-11,Average Tone,-0.6782
2018-07-12,Average Tone,-0.3803
2018-07-13,Average Tone,-0.3529
2018-07-14,Average Tone,-0.3342
2018-07-15,Average Tone,-0.3237
2018-07-16,Average Tone,-0.7816
2018-07-17,Average Tone,-0.5165
2018-07-18,Average Tone,-0.157
2018-07-19,Average Tone,-0.6155
2018-07-20,Average Tone,-0.9599
2018-07-21,Average Tone,-0.7505
2018-07-22,Average Tone,-0.7595
2018-07-23,Average Tone,-0.5652
2018-07-24,Average Tone,-0.4774
2018-07-25,Average Tone,-0.4278
2018-07-26,Average Tone,-0.542
2018-07-27,Average Tone,-0.567
2018-07-28,Average Tone,-0.9393
2018-07-29,Average Tone,-0.8176
2018-07-30,Average Tone,-0.5105
2018-07-31,Average Tone,-0.3313
2018-08-01,Average Tone,-0.0349
2018-08-02,Average Tone,-0.4318
2018-08-03,Average Tone,-0.4724
2018-08-04,Average Tone,-0.6629
2018-08-05,Average Tone,-0.8145
2018-08-06,Average Tone,-0.3928
2018-08-07,Average Tone,-0.264
2018-08-08,Average Tone,-0.3266
2018-08-09,Average Tone,-0.0102
2018-08-10,Average Tone,-0.4867
2018-08-11,Average Tone,-0.3805
2018-08-12,Average Tone,-0.4173
2018-08-13,Average Tone,-0.7169
2018-08-14,Average Tone,-0.7949
2018-08-15,Average Tone,-0.5845
2018-08-16,Average Tone,-0.8584
2018-08-17,Average Tone,-0.7645
2018-08-18,Average Tone,-0.5346
2018-08-19,Average Tone,-0.3954
2018-08-20,Average Tone,-0.5961
2018-08-21,Average Tone,-0.2124
2018-08-22,Average Tone,-0.3266
2018-08-23,Average Tone,-0.7879
2018-08-24,Average Tone,-0.4745
2018-08-25,Average Tone,-0.2416
2018-08-26,Average Tone,-0.9744
2018-08-27,Average Tone,-0.486
2018-08-28,Average Tone,-0.3325
2018-08-29,Average Tone,-0.3422
2018-08-30,Average Tone,-0.161
2018-08-31,Average Tone,-0.566
2018-09-01,Average Tone,-0.128
2018-09-02,Average Tone,-0.8068
2018-09-03,Average Tone,-1.0611
2018-09-04,Average Tone,-0.8654
2018-09-05,Average Tone,-0.929
2018-09-06,Average Tone,-0.705
2018-09-07,Average Tone,-0.7703
2018-09-08,Average Tone,-0.2469
2018-09-09,Average Tone,-0.3223
2018-09-10,Average Tone,-0.5975
2018-09-11,Average Tone,-0.3871
2018-09-12,Average Tone,-0.519
2018-09-13,Average Tone,-0.5732
2018-09-14,Average Tone,-1.1146
2018-09-15,Average Tone,-0.9984
2018-09-16,Average Tone,-0.8348
2018-09-17,Average Tone,-0.9636
2018-09-18,Average Tone,-0.3053
2018-09-19,Average Tone,-0.7368
2018-09-20,Average Tone,-0.2914
2018-09-21,Average Tone,-1.0863
2018-09-22,Average Tone,-0.423
2018-09-23,Average Tone,-0.1453
2018-09-24,Average Tone,-0.7652
2018-09-25,Average Tone,-0.4978
2018-09-26,Average Tone,-0.5835
2018-09-27,Average Tone,-0.5996
2018-09-28,Average Tone,-0.4691
2018-09-29,Average Tone,-0.6766
2018-09-30,Average Tone,-1.0799
2018-10-01,Average Tone,-0.3604
2018-10-02,Average Tone,-0.0628
2018-10-03,Average Tone,-0.3293
2018-10-04,Average Tone,-1.1256
2018-10-05,Average Tone,-1.2727
2018-10-06,Average Tone,-0.8293
2018-10-07,Average Tone,-0.8081
2018-10-08,Average Tone,-0.6976
2018-10-09,Average Tone,-0.9271
2018-10-10,Average Tone,-0.461
2018-10-11,Average Tone,-1.1497
2018-10-12,Average Tone,-0.9449
2018-10-13,Average Tone,-0.3161
2018-10-14,Average Tone,-0.733
2018-10-15,Average Tone,-0.5366
2018-10-16,Average Tone,-0.778
2018-10-17,Average Tone,-0.2971
2018-10-18,Average Tone,-1.3232
2018-10-19,Average Tone,-0.5543
2018-10-20,Average Tone,-0.4251
2018-10-21,Average Tone,-1.112
2018-10-22,Average Tone,-0.6644
2018-10-23,Average Tone,-0.6281
2018-10-24,Average Tone,-0.5536
2018-10-25,Average Tone,-0.5988
2018-10-26,Average Tone,-0.41
2018-10-27,Average Tone,-0.5143
2018-10-28,Average Tone,-0.1431
2018-10-29,Average Tone,0.0554
2018-10-30,Average Tone,-0.9381
2018-10-31,Average Tone,-0.5381
2018-11-01,Average Tone,-0.4515
2018-11-02,Average Tone,-0.4314
2018-11-03,Average Tone,-0.7283
2018-11-04,Average Tone,-0.2712
2018-11-05,Average Tone,-0.9552
2018-11-06,Average Tone,-0.4741
2018-11-07,Average Tone,-0.6317
2018-11-08,Average Tone,-0.3453
2018-11-09,Average Tone,-0.2633
2018-11-10,Average Tone,-0.7825
2018-11-11,Average Tone,-0.0012
2018-11-12,Average Tone,-0.3069
2018-11-13,Average Tone,-0.688
2018-11-14,Average Tone,-0.6261
2018-11-15,Average Tone,-0.2501
2018-11-16,Average Tone,-0.2664
2018-11-17,Average Tone,-0.8255
2018-11-18,Average Tone,-0.5848
2018-11-19,Average Tone,-0.915
2018-11-20,Average Tone,-0.7528
2018-11-21,Average Tone,-1.5131
2018-11-22,Average Tone,-0.9134
2018-11-23,Average Tone,-1.3661
2018-11-24,Average Tone,-0.5531
2018-11-25,Average Tone,-0.7901
2018-11-26,Average Tone,-0.7796
2018-11-27,Average Tone,-0.9991
2018-11-28,Average Tone,-1.0556
2018-11-29,Average Tone,-0.7174
2018-11-30,Average Tone,-0.717
2018-12-01,Average Tone,-0.685
2018-12-02,Average Tone,-0.7863
2018-12-03,Average Tone,-0.4253
2018-12-04,Average Tone,-0.44
2018-12-05,Average Tone,-0.7071
2018-12-06,Average Tone,-1.1966
2018-12-07,Average Tone,-1.229
2018-12-08,Average Tone,-1.361
2018-12-09,Average Tone,-1.4658
2018-12-10,Average Tone,-1.5239
2018-12-11,Average Tone,-1.3936
2018-12-12,Average Tone,-1.5369
2018-12-13,Average Tone,-0.9225
2018-12-14,Average Tone,-1.319
2018-12-15,Average Tone,-1.5235
2018-12-16,Average Tone,-0.7478
2018-12-17,Average Tone,-0.9848
2018-12-18,Average Tone,-0.8401
2018-12-19,Average Tone,-0.7614
2018-12-20,Average Tone,-1.3423
2018-12-21,Average Tone,-1.0544
2018-12-22,Average Tone,-1.2446
2018-12-23,Average Tone,-0.6599
2018-12-24,Average Tone,-0.6857
2018-12-25,Average Tone,-1.005
2018-12-26,Average Tone,-0.931
2018-12-27,Average Tone,-1.1918
2018-12-28,Average Tone,-1.1652
2018-12-29,Average Tone,-1.4012
2018-12-30,Average Tone,-0.9169
2018-12-31,Average Tone,-1.0169
2019-01-01,Average Tone,-0.6411
2019-01-02,Average Tone,-0.3869
2019-01-03,Average Tone,-1.1027
2019-01-04,Average Tone,-1.3099
2019-01-05,Average Tone,-0.7115
2019-01-06,Average Tone,-0.452
2019-01-07,Average Tone,-0.3911
2019-01-08,Average Tone,-0.3423
2019-01-09,Average Tone,-0.0926
2019-01-10,Average Tone,-0.3292
2019-01-11,Average Tone,-0.6028
2019-01-12,Average Tone,-0.7206
