Date,Series,Value
2018-03-23,Average Tone,-2.8014
2018-03-24,Average Tone,-2.461
2018-03-25,Average Tone,-1.3483
2018-03-26,Average Tone,-1.5161
2018-03-27,Average Tone,-1.5908
2018-03-28,Average Tone,-0.7488
2018-03-29,Average Tone,-1.4513
2018-03-30,Average Tone,-1.3894
2018-03-31,Average Tone,-1.9765
2018-04-01,Average Tone,-1.969
2018-04-02,Average Tone,-2.5649
2018-04-03,Average Tone,-2.5336
2018-04-04,Average Tone,-2.6424
2018-04-05,Average Tone,-2.1457
2018-04-06,Average Tone,-2.9023
2018-04-07,Average Tone,-2.7802
2018-04-08,Average Tone,-2.3653
2018-04-09,Average Tone,-1.8316
2018-04-10,Average Tone,-1.5462
2018-04-11,Average Tone,-1.7625
2018-04-12,Average Tone,-1.6824
2018-04-13,Average Tone,-1.5782
2018-04-14,Average Tone,-1.6073
2018-04-15,Average Tone,-1.4013
2018-04-16,Average Tone,-1.6246
2018-04-17,Average Tone,-1.517
2018-04-18,Average Tone,-0.9914
2018-04-19,Average Tone,-1.4443
2018-04-20,Average Tone,-1.7463
2018-04-21,Average Tone,-2.2409
2018-04-22,Average Tone,-1.5992
2018-04-23,Average Tone,-1.0371
2018-04-24,Average Tone,-0.6057
2018-04-25,Average Tone,-0.5945
2018-04-26,Average Tone,-1.6037
2018-04-27,Average Tone,-1.0575
2018-04-28,Average Tone,-1.2374
2018-04-29,Average Tone,-1.7953
2018-04-30,Average Tone,-1.0029
2018-05-01,Average Tone,-1.3103
2018-05-02,Average Tone,-1.3628
2018-05-03,Average Tone,-1.2711
2018-05-04,Average Tone,-1.413
2018-05-05,Average Tone,-1.3833
2018-05-06,Average Tone,-2.508
2018-05-07,Average Tone,-1.4084
2018-05-08,Average Tone,-1.1121
2018-05-09,Average Tone,-1.291
2018-05-10,Average Tone,-1.5478
2018-05-11,Average Tone,-1.3294
2018-05-12,Average Tone,-1.2161
2018-05-13,Average Tone,-2.4602
2018-05-14,Average Tone,-1.6755
2018-05-15,Average Tone,-1.6649
2018-05-16,Average Tone,-1.6452
2018-05-17,Average Tone,-1.3167
2018-05-18,Average Tone,-1.3094
2018-05-19,Average Tone,-0.4853
2018-05-20,Average Tone,-1.3243
2018-05-21,Average Tone,-1
2018-05-22,Average Tone,-1.1943
2018-05-23,Average Tone,-1.6992
2018-05-24,Average Tone,-1.8079
2018-05-25,Average Tone,-1.3727
2018-05-26,Average Tone,-1.3433
2018-05-27,Average Tone,-1.4989
2018-05-28,Average Tone,-1.3488
2018-05-29,Average Tone,-1.7639
2018-05-30,Average Tone,-1.7811
2018-05-31,Average Tone,-1.8882
2018-06-01,Average Tone,-2.1291
2018-06-02,Average Tone,-2.3762
2018-06-03,Average Tone,-1.7494
2018-06-04,Average Tone,-2.2833
2018-06-05,Average Tone,-1.2969
2018-06-06,Average Tone,-1.033
2018-06-07,Average Tone,-1.481
2018-06-08,Average Tone,-1.6421
2018-06-09,Average Tone,-1.1361
2018-06-10,Average Tone,-1.5458
2018-06-11,Average Tone,-1.1095
2018-06-12,Average Tone,-1.5025
2018-06-13,Average Tone,-1.4739
2018-06-14,Average Tone,-1.1907
2018-06-15,Average Tone,-2.1494
2018-06-16,Average Tone,-2.1396
2018-06-17,Average Tone,-1.5963
2018-06-18,Average Tone,-2.3536
2018-06-19,Average Tone,-2.7433
2018-06-20,Average Tone,-1.9825
2018-06-21,Average Tone,-2.1666
2018-06-22,Average Tone,-2.2371
2018-06-23,Average Tone,-2.0598
2018-06-24,Average Tone,-1.7435
2018-06-25,Average Tone,-2.0256
2018-06-26,Average Tone,-2.1425
2018-06-27,Average Tone,-1.4402
2018-06-28,Average Tone,-1.9127
2018-06-29,Average Tone,-1.9383
2018-06-30,Average Tone,-1.7151
2018-07-01,Average Tone,-1.1799
2018-07-02,Average Tone,-2.1698
2018-07-03,Average Tone,-2.0503
2018-07-04,Average Tone,-1.8215
2018-07-05,Average Tone,-2.4324
2018-07-06,Average Tone,-2.6492
2018-07-07,Average Tone,-2.0885
2018-07-08,Average Tone,-1.7206
2018-07-09,Average Tone,-1.3965
2018-07-10,Average Tone,-0.8293
2018-07-11,Average Tone,-2.4119
2018-07-12,Average Tone,-2.1687
2018-07-13,Average Tone,-1.6308
2018-07-14,Average Tone,-1.2937
2018-07-15,Average Tone,-1.8021
2018-07-16,Average Tone,-2.1627
2018-07-17,Average Tone,-1.8033
2018-07-18,Average Tone,-1.434
2018-07-19,Average Tone,-1.7978
2018-07-20,Average Tone,-2.0513
2018-07-21,Average Tone,-1.9012
2018-07-22,Average Tone,-2.1998
2018-07-23,Average Tone,-2.5896
2018-07-24,Average Tone,-2.0788
2018-07-25,Average Tone,-2.197
2018-07-26,Average Tone,-1.9994
2018-07-27,Average Tone,-1.7401
2018-07-28,Average Tone,-1.675
2018-07-29,Average Tone,-1.7884
2018-07-30,Average Tone,-1.5873
2018-07-31,Average Tone,-0.8845
2018-08-01,Average Tone,-1.1901
2018-08-02,Average Tone,-1.5264
2018-08-03,Average Tone,-1.8506
2018-08-04,Average Tone,-1.9243
2018-08-05,Average Tone,-1.9468
2018-08-06,Average Tone,-2.3236
2018-08-07,Average Tone,-1.98
2018-08-08,Average Tone,-1.9721
2018-08-09,Average Tone,-2.0327
2018-08-10,Average Tone,-1.8661
2018-08-11,Average Tone,-1.8503
2018-08-12,Average Tone,-1.6229
2018-08-13,Average Tone,-2.2119
2018-08-14,Average Tone,-1.6887
2018-08-15,Average Tone,-2.5583
2018-08-16,Average Tone,-1.6685
2018-08-17,Average Tone,-1.5418
2018-08-18,Average Tone,-1.6117
2018-08-19,Average Tone,-1.7045
2018-08-20,Average Tone,-1.6631
2018-08-21,Average Tone,-1.3306
2018-08-22,Average Tone,-1.785
2018-08-23,Average Tone,-2.5536
2018-08-24,Average Tone,-1.6361
2018-08-25,Average Tone,-1.8144
2018-08-26,Average Tone,-1.8523
2018-08-27,Average Tone,-1.1282
2018-08-28,Average Tone,-0.6963
2018-08-29,Average Tone,-0.9655
2018-08-30,Average Tone,-1.6398
2018-08-31,Average Tone,-1.9375
2018-09-01,Average Tone,-1.086
2018-09-02,Average Tone,-1.3443
2018-09-03,Average Tone,-1.8914
2018-09-04,Average Tone,-2.3249
2018-09-05,Average Tone,-2.2403
2018-09-06,Average Tone,-1.8483
2018-09-07,Average Tone,-1.4808
2018-09-08,Average Tone,-1.5271
2018-09-09,Average Tone,-1.8603
2018-09-10,Average Tone,-1.8578
2018-09-11,Average Tone,-2.3009
2018-09-12,Average Tone,-1.982
2018-09-13,Average Tone,-1.6603
2018-09-14,Average Tone,-1.4298
2018-09-15,Average Tone,-1.9936
2018-09-16,Average Tone,-1.9093
2018-09-17,Average Tone,-1.4554
2018-09-18,Average Tone,-1.8898
2018-09-19,Average Tone,-1.8231
2018-09-20,Average Tone,-1.2167
2018-09-21,Average Tone,-1.6333
2018-09-22,Average Tone,-2.2177
2018-09-23,Average Tone,-1.875
2018-09-24,Average Tone,-2.0432
2018-09-25,Average Tone,-2.3431
2018-09-26,Average Tone,-2.4905
2018-09-27,Average Tone,-2.2423
2018-09-28,Average Tone,-2.2954
2018-09-29,Average Tone,-2.3375
2018-09-30,Average Tone,-2.6886
